model,spec,task,id,er,exact,token_index,region,cat,text,sal,sal_norm,attn,attn_norm
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,413,trace,other_word, represented,0.0,0.0004,3.5e-05,0.0018
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,414,trace,punct, as,3e-06,0.0029,2.1e-05,0.0011
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,415,trace,punct, a,2e-06,0.0026,1.7e-05,0.0009
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,416,trace,other_word, bicy,1.2e-05,0.0123,8.3e-05,0.0044
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,417,trace,FG_word,c,3e-06,0.003,0.000171,0.0091
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,418,trace,FG_word,lic,1e-06,0.0015,0.000128,0.0068
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,419,trace,other_word, structure,0.0,0.0003,2.6e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,420,trace,other_word, with,3e-06,0.0029,2.3e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,421,trace,punct, a,1e-06,0.0009,2.7e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,422,trace,other_word, nitrogen,7e-06,0.007,0.000125,0.0066
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,423,trace,other_word, atom,1.1e-05,0.0111,3.2e-05,0.0017
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,424,trace,punct, in,0.0,0.0,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,425,trace,other_word, one,2e-06,0.0026,6.8e-05,0.0036
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,426,trace,punct, of,2e-06,0.0022,6.5e-05,0.0035
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,427,trace,other_word, the,0.0,0.0003,6.2e-05,0.0033
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,428,trace,other_word, rings,4e-06,0.0042,8.4e-05,0.0045
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,429,trace,punct,.,1e-06,0.0007,2.9e-05,0.0015
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,430,trace,other_word, The,1e-06,0.0013,1.3e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,431,trace,other_word, glucose,5e-06,0.0056,0.000355,0.0189
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,432,trace,other_word, part,3e-06,0.0034,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,433,trace,other_word, will,1.4e-05,0.015,2.9e-05,0.0015
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,434,trace,other_word, have,9e-06,0.0095,4.7e-05,0.0025
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,435,trace,other_word, multiple,1.4e-05,0.0146,0.000128,0.0068
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,436,trace,other_word, hydro,5e-06,0.0056,4.3e-05,0.0023
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,437,trace,FG_word,x,9e-06,0.0094,0.000387,0.0206
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,438,trace,FG_word,yl,1e-06,0.0007,7.9e-05,0.0042
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,439,trace,other_word, groups,4e-06,0.0047,8.8e-05,0.0047
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,440,trace,punct,",",1.6e-05,0.0168,2.1e-05,0.0011
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,441,trace,other_word, and,3e-06,0.0035,2.8e-05,0.0015
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,442,trace,other_word, the,2e-06,0.002,1.4e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,443,trace,other_word, meth,8e-06,0.0083,2.9e-05,0.0015
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,444,trace,FG_word,oxy,3e-06,0.0032,4.7e-05,0.0025
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,445,trace,other_word, group,1e-06,0.0011,1.5e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,446,trace,punct, on,1e-06,0.0014,3.2e-05,0.0017
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,447,trace,other_word, the,2e-06,0.002,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,448,trace,other_word, ind,9e-06,0.0094,3.7e-05,0.002
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,449,trace,FG_word,ole,3e-06,0.0036,6.5e-05,0.0035
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,450,trace,other_word, ring,0.0,0.0005,2e-05,0.0011
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,451,trace,other_word, adds,5e-06,0.0048,2.4e-05,0.0013
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,452,trace,punct, an,0.0,0.0,1.3e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,453,trace,other_word, ether,1e-06,0.0013,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,454,trace,other_word, linkage,3e-06,0.0035,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,455,trace,punct,".

",2.2e-05,0.0234,3.7e-05,0.002
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,456,trace,position_digit,3,1.3e-05,0.0138,2.4e-05,0.0013
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,457,trace,punct,.,6e-06,0.0059,0.000368,0.0196
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,458,trace,punct, **,1.2e-05,0.013,1.7e-05,0.0009
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,459,trace,other_word,Address,2e-06,0.0022,1.4e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,460,trace,other_word, stereo,4.4e-05,0.0467,0.000534,0.0284
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,461,trace,other_word,chemistry,6e-06,0.0063,4.1e-05,0.0022
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,462,trace,punct,**:,7e-06,0.0071,2.6e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,463,trace,other_word, The,2e-05,0.0208,1.2e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,464,trace,other_word, description,3.2e-05,0.0335,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,465,trace,other_word, does,4e-06,0.0043,9.4e-05,0.005
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,466,trace,other_word, not,5e-06,0.0056,1.2e-05,0.0006
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,467,trace,other_word, explicitly,1e-06,0.0006,1.6e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,468,trace,other_word, mention,1e-06,0.0012,1.6e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,469,trace,other_word, the,5e-06,0.0054,8e-06,0.0004
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,470,trace,other_word, stereo,4e-06,0.0042,1.3e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,471,trace,other_word,chemistry,2e-06,0.0026,7e-06,0.0004
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,472,trace,punct, of,1e-06,0.001,1.1e-05,0.0006
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,473,trace,other_word, the,1e-06,0.001,2.4e-05,0.0013
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,474,trace,other_word, molecule,3e-06,0.0036,4.5e-05,0.0024
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,475,trace,punct,",",1.2e-05,0.0126,7e-06,0.0004
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,476,trace,other_word, but,7e-06,0.0074,1.3e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,477,trace,other_word, given,0.0,0.0005,1.7e-05,0.0009
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,478,trace,other_word, the,0.0,0.0003,1.5e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,479,trace,other_word, complexity,1e-06,0.0016,2.4e-05,0.0013
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,480,trace,other_word, and,2e-06,0.0017,1.4e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,481,trace,other_word, the,1e-06,0.0011,1.6e-05,0.0009
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,482,trace,other_word, specific,0.0,0.0003,2.3e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,483,trace,other_word, nature,0.0,0.0002,2.3e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,484,trace,punct, of,2e-06,0.0018,1e-05,0.0006
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,485,trace,other_word, the,2e-06,0.0024,1.2e-05,0.0006
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,486,trace,other_word, molecule,3e-06,0.0037,3.7e-05,0.002
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,487,trace,punct,",",1e-05,0.0101,1.4e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,488,trace,other_word, stereo,3e-06,0.0031,9e-06,0.0005
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,489,trace,other_word,chemistry,6e-06,0.0063,8e-06,0.0004
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,490,trace,punct, is,4e-06,0.0041,5e-06,0.0003
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,491,trace,other_word, implied,1.2e-05,0.0126,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,492,trace,punct,",",8e-06,0.0081,1e-05,0.0006
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,493,trace,other_word, especially,1e-06,0.0012,2.7e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,494,trace,punct, in,3e-06,0.0028,1.4e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,495,trace,other_word, the,4e-06,0.0039,2.5e-05,0.0013
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,496,trace,other_word, glucose,7e-06,0.0079,0.000194,0.0103
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,497,trace,other_word, moi,1e-06,0.0013,5.1e-05,0.0027
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,498,trace,other_word,ety,7e-06,0.0071,1.5e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,499,trace,punct,.,7e-06,0.007,2.3e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,500,trace,other_word, The,2e-06,0.002,1.2e-05,0.0006
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,501,trace,other_word, glucose,7e-06,0.0071,0.000157,0.0084
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,502,trace,other_word, part,0.0,0.0001,1.4e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,503,trace,punct, of,0.0,0.0004,2.6e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,504,trace,other_word, gluc,1.2e-05,0.0128,0.000206,0.011
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,505,trace,punct,os,1.3e-05,0.0141,0.000114,0.0061
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,506,trace,punct,in,1.5e-05,0.0156,0.00015,0.008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,507,trace,punct,ol,5.3e-05,0.0559,0.000526,0.028
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,508,trace,other_word,ates,1.4e-05,0.0151,0.000108,0.0057
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,509,trace,other_word, typically,3e-06,0.0031,2.9e-05,0.0015
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,510,trace,other_word, has,1e-06,0.0014,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,511,trace,punct, a,5e-06,0.0057,1.8e-05,0.0009
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,512,trace,other_word, specific,2e-06,0.002,2e-05,0.0011
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,513,trace,other_word, stereo,3e-06,0.0034,4.3e-05,0.0023
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,514,trace,other_word,chemistry,4e-06,0.004,2e-05,0.0011
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,515,trace,punct, at,1e-05,0.0102,2.6e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,516,trace,other_word, the,8e-06,0.0083,3.5e-05,0.0019
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,517,trace,other_word, carbon,9e-06,0.0096,0.000127,0.0067
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,518,trace,other_word, atoms,1e-06,0.0015,6.6e-05,0.0035
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,519,trace,other_word, that,4e-06,0.0042,2.7e-05,0.0015
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,520,trace,other_word, are,9e-06,0.0092,1.6e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,521,trace,other_word, attached,2e-06,0.0021,6.8e-05,0.0036
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,522,trace,punct, to,3e-06,0.0029,4.9e-05,0.0026
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,523,trace,other_word, the,1e-06,0.0011,4.1e-05,0.0022
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,524,trace,other_word, hydro,4e-06,0.0041,2.3e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,525,trace,FG_word,x,6e-06,0.0064,0.000107,0.0057
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,526,trace,FG_word,yl,0.0,0.0,4.8e-05,0.0025
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,527,trace,other_word, groups,3e-06,0.003,3e-05,0.0016
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,528,trace,other_word, and,5e-06,0.0058,1.9e-05,0.001
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,529,trace,other_word, the,3e-06,0.0037,4.2e-05,0.0022
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,530,trace,other_word, sulf,0.0,0.0005,7.3e-05,0.0039
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,531,trace,FG_word,on,5e-06,0.0057,5.2e-05,0.0028
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,532,trace,other_word,ated,2e-06,0.0021,4.1e-05,0.0022
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,533,trace,other_word, group,1e-05,0.0108,5.6e-05,0.003
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,534,trace,punct,".

",1.9e-05,0.0199,0.0001,0.0053
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,535,trace,position_digit,4,3.4e-05,0.0356,5.1e-05,0.0027
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,536,trace,punct,.,9e-06,0.0097,0.001007,0.0536
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,537,trace,punct, **,1.3e-05,0.0141,1.4e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,538,trace,other_word,Construct,7e-06,0.0076,1.4e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,539,trace,punct, SM,6e-06,0.0067,2.5e-05,0.0013
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,540,trace,other_word,ILES,1.4e-05,0.0149,0.0001,0.0053
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,541,trace,punct,**:,1.1e-05,0.0117,6.6e-05,0.0035
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,542,trace,punct, To,1e-05,0.0101,1.6e-05,0.0009
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,543,trace,other_word, construct,1e-06,0.001,1e-05,0.0005
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,544,trace,other_word, the,2e-06,0.002,1.1e-05,0.0006
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,545,trace,punct, SM,0.0,0.0,0.000107,0.0057
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,546,trace,other_word,ILES,4e-06,0.0047,3.6e-05,0.0019
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,547,trace,punct,",",1.6e-05,0.0165,1.4e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,548,trace,punct, we,0.0,0.0003,2e-05,0.0011
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,549,trace,other_word, start,3e-06,0.0033,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,550,trace,other_word, with,1e-06,0.0008,1.9e-05,0.001
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,551,trace,other_word, the,4e-06,0.004,2e-05,0.001
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,552,trace,other_word, ind,2e-06,0.0019,6.2e-05,0.0033
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,553,trace,FG_word,ole,1.5e-05,0.0163,0.000235,0.0125
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,554,trace,other_word, ring,2e-06,0.0017,3.6e-05,0.0019
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,555,trace,punct,",",7e-06,0.0075,1.2e-05,0.0006
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,556,trace,other_word, which,3e-06,0.0027,9e-06,0.0005
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,557,trace,other_word, can,0.0,0.0001,1.5e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,558,trace,punct, be,4e-06,0.0039,9e-06,0.0005
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,559,trace,other_word, represented,0.0,0.0003,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,560,trace,punct, as,1e-06,0.0011,1.2e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,561,trace,punct, a,7e-06,0.0072,1.8e-05,0.001
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,562,trace,other_word, fused,1e-06,0.0007,5.6e-05,0.003
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,563,trace,other_word, ring,2e-06,0.002,3.4e-05,0.0018
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,564,trace,FG_word, system,0.0,0.0005,1.3e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,565,trace,punct,.,3e-06,0.0031,3.5e-05,0.0019
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,566,trace,other_word, The,2e-06,0.002,2e-05,0.0011
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,567,trace,other_word, meth,2e-06,0.002,3.2e-05,0.0017
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,568,trace,FG_word,oxy,1.1e-05,0.0121,4e-05,0.0021
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,569,trace,other_word, group,2e-06,0.0025,1.4e-05,0.0008
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,570,trace,punct, (,1e-06,0.0013,2.2e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,571,trace,punct,an,7e-06,0.0071,1.9e-05,0.001
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,572,trace,other_word, ether,1e-06,0.0014,3.2e-05,0.0017
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,573,trace,punct,),2e-06,0.0025,1.3e-05,0.0007
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,574,trace,punct, is,1e-06,0.0012,7e-06,0.0004
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,575,trace,other_word, attached,2e-06,0.0019,3.2e-05,0.0017
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,576,trace,punct, at,0.0,0.0001,2e-05,0.001
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,577,trace,other_word, the,2e-06,0.0017,2.7e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,578,trace,space, ,1e-06,0.001,2.3e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,579,trace,position_digit,4,5e-06,0.0057,6.1e-05,0.0032
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,580,trace,other_word,-position,1e-05,0.0101,2.7e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,581,trace,punct, of,1e-06,0.0016,2.5e-05,0.0013
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,582,trace,other_word, the,5e-06,0.0054,2.6e-05,0.0014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,583,trace,other_word, ind,4e-06,0.0047,0.000152,0.0081
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,584,trace,FG_word,ole,0.0,0.0001,0.000198,0.0106
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,585,trace,other_word, ring,6e-06,0.006,2.3e-05,0.0012
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,586,trace,punct,.,6e-06,0.006,5.9e-05,0.0031
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,587,trace,other_word, The,4e-06,0.0046,3.2e-05,0.0017
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,588,trace,other_word, gluc,3e-06,0.0029,4.5e-05,0.0024
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,589,trace,punct,os,3.3e-05,0.035,0.000143,0.0076
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,590,trace,punct,in,3e-06,0.0032,3.5e-05,0.0019
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,591,trace,other_word,olate,2.6e-05,0.028,6.5e-05,0.0035
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,592,trace,other_word, part,3e-06,0.0029,1.7e-05,0.0009
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,593,trace,other_word, involves,2e-06,0.0026,2.8e-05,0.0015
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,594,trace,punct, a,1e-06,0.0013,2.9e-05,0.0016
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,595,trace,other_word, sulf,8e-06,0.0083,4e-05,0.0021
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,596,trace,FG_word,on,8e-06,0.0085,7.5e-05,0.004
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,597,trace,FG_word,ate,2e-06,0.0017,0.000263,0.014
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,598,trace,other_word, group,4e-06,0.0047,3e-05,0.0016
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,599,trace,other_word, attached,1e-06,0.0013,4.6e-05,0.0024
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,600,trace,punct, to,9e-06,0.01,4.3e-05,0.0023
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,601,trace,other_word, the,6e-06,0.0065,4.4e-05,0.0023
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,602,trace,other_word, ind,1.3e-05,0.0137,4.4e-05,0.0023
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,603,trace,FG_word,ole,6e-06,0.0059,0.000142,0.0076
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,604,trace,other_word, ring,1e-05,0.0108,7.9e-05,0.0042
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,605,trace,other_word, via,5e-06,0.0051,4e-05,0.0021
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,606,trace,punct, a,6e-06,0.0064,3.2e-05,0.0017
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,607,trace,other_word, carbon,1.3e-05,0.0135,8.7e-05,0.0046
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,608,trace,punct,-s,4e-06,0.004,4.6e-05,0.0024
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,609,trace,other_word,ulf,5e-06,0.0048,0.000135,0.0072
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,610,trace,punct,ur,3.5e-05,0.0368,7.4e-05,0.004
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,611,trace,other_word, bond,0.0,0.0,5.9e-05,0.0031
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,612,trace,punct,",",1.2e-05,0.0132,3.3e-05,0.0018
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,613,trace,other_word, and,1.6e-05,0.0167,3.2e-05,0.0017
Chem-R-Faithful,cap2mol/er0,cap2mol,49859627,0.0,True,614,trace,other_word, the,3e-06,0.0031,2.4e-05,0.0013
